filename,width,height,class,xmin,ymin,xmax,ymax
levle1_191_png.rf.51718767b0242049d2303cd8f796e9fe.jpg,416,416,nodules,255,319,289,354
levle1_191_png.rf.51718767b0242049d2303cd8f796e9fe.jpg,416,416,blackheads,371,360,388,379
levle1_191_png.rf.51718767b0242049d2303cd8f796e9fe.jpg,416,416,blackheads,275,364,291,382
levle1_191_png.rf.51718767b0242049d2303cd8f796e9fe.jpg,416,416,nodules,166,47,194,73
levle1_156_jpg.rf.520318f987113dd12fa62fe21544d0c7.jpg,374,416,blackheads,197,111,212,127
levle1_156_jpg.rf.520318f987113dd12fa62fe21544d0c7.jpg,374,416,blackheads,77,150,90,162
levle1_156_jpg.rf.520318f987113dd12fa62fe21544d0c7.jpg,374,416,nodules,168,164,196,197
levle1_156_jpg.rf.520318f987113dd12fa62fe21544d0c7.jpg,374,416,papules,203,183,218,199
levle1_156_jpg.rf.520318f987113dd12fa62fe21544d0c7.jpg,374,416,acne scar,140,279,159,296
levle1_156_jpg.rf.520318f987113dd12fa62fe21544d0c7.jpg,374,416,nodules,39,278,61,298
levle1_156_jpg.rf.520318f987113dd12fa62fe21544d0c7.jpg,374,416,papules,70,290,85,301
levle1_156_jpg.rf.520318f987113dd12fa62fe21544d0c7.jpg,374,416,papules,67,298,82,307
levle1_156_jpg.rf.520318f987113dd12fa62fe21544d0c7.jpg,374,416,papules,135,300,148,314
levle1_156_jpg.rf.520318f987113dd12fa62fe21544d0c7.jpg,374,416,acne scar,199,300,212,316
levle1_156_jpg.rf.520318f987113dd12fa62fe21544d0c7.jpg,374,416,papules,44,299,65,319
levle1_156_jpg.rf.520318f987113dd12fa62fe21544d0c7.jpg,374,416,acne scar,119,302,138,317
levle1_156_jpg.rf.520318f987113dd12fa62fe21544d0c7.jpg,374,416,acne scar,209,302,223,320
levle1_156_jpg.rf.520318f987113dd12fa62fe21544d0c7.jpg,374,416,papules,49,317,66,330
levle1_139_jpg.rf.52c5bd3d2e7fb0a5385b128a30b865d5.jpg,374,416,blackheads,243,159,259,174
levle1_139_jpg.rf.52c5bd3d2e7fb0a5385b128a30b865d5.jpg,374,416,acne scar,259,216,285,243
levle1_139_jpg.rf.52c5bd3d2e7fb0a5385b128a30b865d5.jpg,374,416,papules,257,250,272,266
levle1_139_jpg.rf.52c5bd3d2e7fb0a5385b128a30b865d5.jpg,374,416,nodules,252,266,268,284
levle1_139_jpg.rf.52c5bd3d2e7fb0a5385b128a30b865d5.jpg,374,416,acne scar,245,285,261,310
levle1_139_jpg.rf.52c5bd3d2e7fb0a5385b128a30b865d5.jpg,374,416,blackhead,218,316,240,342
levle1_139_jpg.rf.52c5bd3d2e7fb0a5385b128a30b865d5.jpg,374,416,papules,154,362,169,375
levle1_139_jpg.rf.52c5bd3d2e7fb0a5385b128a30b865d5.jpg,374,416,nodules,85,361,116,385
levle1_139_jpg.rf.52c5bd3d2e7fb0a5385b128a30b865d5.jpg,374,416,papules,141,377,160,389
2405801774_1_jpg.rf.5384eed6e5c9cefb08bc3592f58380eb.jpg,3072,2048,Dark Circle,1042,946,1395,1088
2405801774_1_jpg.rf.5384eed6e5c9cefb08bc3592f58380eb.jpg,3072,2048,Dark Circle,1614,926,1829,1054
levle1_489_jpg.rf.522520091bf6a4cf1aa103651f91fe7f.jpg,374,416,blackheads,48,179,63,190
levle1_489_jpg.rf.522520091bf6a4cf1aa103651f91fe7f.jpg,374,416,blackheads,43,211,58,223
levle1_489_jpg.rf.522520091bf6a4cf1aa103651f91fe7f.jpg,374,416,papules,99,300,122,320
levle1_489_jpg.rf.522520091bf6a4cf1aa103651f91fe7f.jpg,374,416,blackheads,84,323,97,336
01F3MMYCDR14CJP0GTSEQTMHVN_jpeg_jpg.rf.54305fcb4903817f2f08e20b3c588a83.jpg,416,314,whiteheads,179,94,201,109
01F3MMYCDR14CJP0GTSEQTMHVN_jpeg_jpg.rf.54305fcb4903817f2f08e20b3c588a83.jpg,416,314,whiteheads,102,102,121,120
01F3MMYCDR14CJP0GTSEQTMHVN_jpeg_jpg.rf.54305fcb4903817f2f08e20b3c588a83.jpg,416,314,whiteheads,211,105,225,120
01F3MMYCDR14CJP0GTSEQTMHVN_jpeg_jpg.rf.54305fcb4903817f2f08e20b3c588a83.jpg,416,314,whiteheads,151,116,167,132
01F3MMYCDR14CJP0GTSEQTMHVN_jpeg_jpg.rf.54305fcb4903817f2f08e20b3c588a83.jpg,416,314,whiteheads,245,120,260,135
01F3MMYCDR14CJP0GTSEQTMHVN_jpeg_jpg.rf.54305fcb4903817f2f08e20b3c588a83.jpg,416,314,whiteheads,237,200,252,212
01F3MMYCDR14CJP0GTSEQTMHVN_jpeg_jpg.rf.54305fcb4903817f2f08e20b3c588a83.jpg,416,314,whiteheads,154,14,165,29
01F3MMYCDR14CJP0GTSEQTMHVN_jpeg_jpg.rf.54305fcb4903817f2f08e20b3c588a83.jpg,416,314,whiteheads,171,21,186,35
01F3MMYCDR14CJP0GTSEQTMHVN_jpeg_jpg.rf.54305fcb4903817f2f08e20b3c588a83.jpg,416,314,whiteheads,106,21,124,37
01F3MMYCDR14CJP0GTSEQTMHVN_jpeg_jpg.rf.54305fcb4903817f2f08e20b3c588a83.jpg,416,314,whiteheads,137,29,153,43
01F3MMYCDR14CJP0GTSEQTMHVN_jpeg_jpg.rf.54305fcb4903817f2f08e20b3c588a83.jpg,416,314,whiteheads,112,41,128,53
01F3MMYCDR14CJP0GTSEQTMHVN_jpeg_jpg.rf.54305fcb4903817f2f08e20b3c588a83.jpg,416,314,whiteheads,174,40,193,56
01F3MMYCDR14CJP0GTSEQTMHVN_jpeg_jpg.rf.54305fcb4903817f2f08e20b3c588a83.jpg,416,314,whiteheads,167,0,186,11
01F3MMYCDR14CJP0GTSEQTMHVN_jpeg_jpg.rf.54305fcb4903817f2f08e20b3c588a83.jpg,416,314,whiteheads,250,43,264,62
01F3MMYCDR14CJP0GTSEQTMHVN_jpeg_jpg.rf.54305fcb4903817f2f08e20b3c588a83.jpg,416,314,whiteheads,211,58,233,77
2937757570_1_jpg.rf.5380382405ce639f6c946ab64e47510c.jpg,3872,2592,Dark Circle,2033,432,2603,678
2937757570_1_jpg.rf.5380382405ce639f6c946ab64e47510c.jpg,3872,2592,Dark Circle,1278,474,1660,653
ebfaa9355a5a60204450d8a3b37f426b_jpg.rf.5381de3f75397dc373d5116bc3df7ad5.jpg,456,810,freckle,98,29,261,156
ebfaa9355a5a60204450d8a3b37f426b_jpg.rf.5381de3f75397dc373d5116bc3df7ad5.jpg,456,810,freckle,59,228,331,453
levle0_319_jpg.rf.53bcafd7dde1edf9e918c8304487abaa.jpg,374,416,blackheads,266,205,285,220
levle0_319_jpg.rf.53bcafd7dde1edf9e918c8304487abaa.jpg,374,416,blackheads,243,368,255,381
levle0_319_jpg.rf.53bcafd7dde1edf9e918c8304487abaa.jpg,374,416,acne scar,100,370,113,388
240_F_210297159_7tMSDq38NJGGGfjubjo57EoqK1L4Qw6O_jpg.rf.531c560e824e55c97e3f2561983716b9.jpg,360,240,Dark circle,133,107,160,123
240_F_210297159_7tMSDq38NJGGGfjubjo57EoqK1L4Qw6O_jpg.rf.531c560e824e55c97e3f2561983716b9.jpg,360,240,Dark circle,183,99,210,113
levle2_111_jpg.rf.545f073b0e63871941a88e34b505f9c2.jpg,374,416,papules,235,107,257,126
levle2_111_jpg.rf.545f073b0e63871941a88e34b505f9c2.jpg,374,416,nodules,340,211,366,240
levle2_111_jpg.rf.545f073b0e63871941a88e34b505f9c2.jpg,374,416,whiteheads,196,335,212,351
227_jpg.rf.53b37e9508eb759993b692c2afe18128.jpg,612,408,wrinkle,261,69,287,81
227_jpg.rf.53b37e9508eb759993b692c2afe18128.jpg,612,408,wrinkle,259,84,302,97
227_jpg.rf.53b37e9508eb759993b692c2afe18128.jpg,612,408,wrinkle,255,136,264,153
227_jpg.rf.53b37e9508eb759993b692c2afe18128.jpg,612,408,wrinkle,250,129,263,140
366_jpg.rf.5514f9e7c4bd39cca38fcdd31ec24467.jpg,612,408,wrinkle,208,78,269,89
366_jpg.rf.5514f9e7c4bd39cca38fcdd31ec24467.jpg,612,408,wrinkle,255,93,259,136
366_jpg.rf.5514f9e7c4bd39cca38fcdd31ec24467.jpg,612,408,wrinkle,295,78,364,99
366_jpg.rf.5514f9e7c4bd39cca38fcdd31ec24467.jpg,612,408,wrinkle,183,59,272,75
366_jpg.rf.5514f9e7c4bd39cca38fcdd31ec24467.jpg,612,408,wrinkle,270,62,418,101
366_jpg.rf.5514f9e7c4bd39cca38fcdd31ec24467.jpg,612,408,wrinkle,273,45,399,75
366_jpg.rf.5514f9e7c4bd39cca38fcdd31ec24467.jpg,612,408,wrinkle,217,44,296,62
366_jpg.rf.5514f9e7c4bd39cca38fcdd31ec24467.jpg,612,408,wrinkle,332,34,413,50
366_jpg.rf.5514f9e7c4bd39cca38fcdd31ec24467.jpg,612,408,wrinkle,185,30,339,48
366_jpg.rf.5514f9e7c4bd39cca38fcdd31ec24467.jpg,612,408,wrinkle,368,23,436,59
366_jpg.rf.5514f9e7c4bd39cca38fcdd31ec24467.jpg,612,408,wrinkle,193,19,388,34
366_jpg.rf.5514f9e7c4bd39cca38fcdd31ec24467.jpg,612,408,wrinkle,178,10,219,33
366_jpg.rf.5514f9e7c4bd39cca38fcdd31ec24467.jpg,612,408,wrinkle,377,12,443,48
366_jpg.rf.5514f9e7c4bd39cca38fcdd31ec24467.jpg,612,408,wrinkle,323,68,361,79
366_jpg.rf.5514f9e7c4bd39cca38fcdd31ec24467.jpg,612,408,wrinkle,407,195,424,211
366_jpg.rf.5514f9e7c4bd39cca38fcdd31ec24467.jpg,612,408,wrinkle,406,213,434,252
366_jpg.rf.5514f9e7c4bd39cca38fcdd31ec24467.jpg,612,408,wrinkle,425,188,455,227
366_jpg.rf.5514f9e7c4bd39cca38fcdd31ec24467.jpg,612,408,wrinkle,426,169,471,174
levle2_164_jpg.rf.558fa060ab050fb8430a76290146ba72.jpg,374,416,whiteheads,183,208,199,220
levle2_164_jpg.rf.558fa060ab050fb8430a76290146ba72.jpg,374,416,acne scar,87,244,116,265
levle2_164_jpg.rf.558fa060ab050fb8430a76290146ba72.jpg,374,416,whiteheads,217,275,231,289
levle2_164_jpg.rf.558fa060ab050fb8430a76290146ba72.jpg,374,416,acne scar,109,304,140,325
levle2_164_jpg.rf.558fa060ab050fb8430a76290146ba72.jpg,374,416,acne scar,128,316,147,339
levle2_164_jpg.rf.558fa060ab050fb8430a76290146ba72.jpg,374,416,acne scar,64,320,105,338
levle2_164_jpg.rf.558fa060ab050fb8430a76290146ba72.jpg,374,416,acne scar,103,330,120,351
levle2_164_jpg.rf.558fa060ab050fb8430a76290146ba72.jpg,374,416,papules,59,333,79,348
IHyDBIc4qbSRGCP5IREdzFcaD2pE_jpg.rf.55515dc7801ffa077b472dc6a3dd703e.jpg,1200,1078,freckle,349,244,813,484
IHyDBIc4qbSRGCP5IREdzFcaD2pE_jpg.rf.55515dc7801ffa077b472dc6a3dd703e.jpg,1200,1078,freckle,200,579,883,926
levle1_536_jpg.rf.5616d40459b41ad9c42485bb6c0a447b.jpg,374,416,acne scar,254,317,275,340
levle1_536_jpg.rf.5616d40459b41ad9c42485bb6c0a447b.jpg,374,416,acne scar,264,363,287,385
86_jpg.rf.556501d6d1593a6ba41f364f979d61fc.jpg,3031,3031,wrinkle,2205,935,2437,1013
86_jpg.rf.556501d6d1593a6ba41f364f979d61fc.jpg,3031,3031,wrinkle,1772,878,1993,904
86_jpg.rf.556501d6d1593a6ba41f364f979d61fc.jpg,3031,3031,wrinkle,1865,834,2341,897
86_jpg.rf.556501d6d1593a6ba41f364f979d61fc.jpg,3031,3031,wrinkle,2205,809,2340,860
86_jpg.rf.556501d6d1593a6ba41f364f979d61fc.jpg,3031,3031,wrinkle,1814,737,2027,769
86_jpg.rf.556501d6d1593a6ba41f364f979d61fc.jpg,3031,3031,wrinkle,2388,1026,2470,1045
86_jpg.rf.556501d6d1593a6ba41f364f979d61fc.jpg,3031,3031,wrinkle,1662,1279,1741,1439
86_jpg.rf.556501d6d1593a6ba41f364f979d61fc.jpg,3031,3031,wrinkle,1635,1417,1683,1514
levle1_184_jpg.rf.564d0ca2873def32a5545c204cd941fa.jpg,374,416,blackheads,207,104,224,119
levle1_184_jpg.rf.564d0ca2873def32a5545c204cd941fa.jpg,374,416,nodules,333,221,355,238
levle1_184_jpg.rf.564d0ca2873def32a5545c204cd941fa.jpg,374,416,whiteheads,244,222,261,241
levle1_184_jpg.rf.564d0ca2873def32a5545c204cd941fa.jpg,374,416,acne scar,323,258,346,275
levle1_184_jpg.rf.564d0ca2873def32a5545c204cd941fa.jpg,374,416,papules,300,295,317,311
levle1_184_jpg.rf.564d0ca2873def32a5545c204cd941fa.jpg,374,416,nodules,338,321,354,336
levle1_184_jpg.rf.564d0ca2873def32a5545c204cd941fa.jpg,374,416,acne scar,325,334,346,349
levle1_184_jpg.rf.564d0ca2873def32a5545c204cd941fa.jpg,374,416,papules,239,359,253,373
levle1_184_jpg.rf.564d0ca2873def32a5545c204cd941fa.jpg,374,416,whiteheads,290,53,304,67
levle0_78_png.rf.569b57f08c4e97930b9618d354a16fb1.jpg,416,416,blackheads,335,263,355,284
flnv1-2-_jpg.rf.56a3f61cf195cb7279f86dd2074743df.jpg,153,182,3,29,22,148,99
flnv1-2-_jpg.rf.56a3f61cf195cb7279f86dd2074743df.jpg,153,182,3,48,102,149,179
77_jpg.rf.5681c960952771db750ba930c99dbd32.jpg,387,581,wrinkle,113,55,238,79
77_jpg.rf.5681c960952771db750ba930c99dbd32.jpg,387,581,wrinkle,98,71,280,102
77_jpg.rf.5681c960952771db750ba930c99dbd32.jpg,387,581,wrinkle,133,93,222,100
77_jpg.rf.5681c960952771db750ba930c99dbd32.jpg,387,581,wrinkle,194,111,215,158
77_jpg.rf.5681c960952771db750ba930c99dbd32.jpg,387,581,wrinkle,171,109,175,134
77_jpg.rf.5681c960952771db750ba930c99dbd32.jpg,387,581,wrinkle,269,205,302,226
77_jpg.rf.5681c960952771db750ba930c99dbd32.jpg,387,581,wrinkle,270,199,308,211
levle1_510_jpg.rf.57df6c2958ac5f6ad65e49a2794ec278.jpg,374,416,papules,213,154,228,167
levle1_510_jpg.rf.57df6c2958ac5f6ad65e49a2794ec278.jpg,374,416,papules,127,344,155,362
levle1_510_jpg.rf.57df6c2958ac5f6ad65e49a2794ec278.jpg,374,416,pustules,197,377,212,388
levle1_199_jpg.rf.5828998f0bd489f6c776e4f57016ef09.jpg,374,416,whiteheads,149,262,161,275
levle1_199_jpg.rf.5828998f0bd489f6c776e4f57016ef09.jpg,374,416,whiteheads,209,271,223,284
levle1_199_jpg.rf.5828998f0bd489f6c776e4f57016ef09.jpg,374,416,whiteheads,199,275,210,290
levle1_199_jpg.rf.5828998f0bd489f6c776e4f57016ef09.jpg,374,416,whiteheads,139,279,148,291
levle1_199_jpg.rf.5828998f0bd489f6c776e4f57016ef09.jpg,374,416,whiteheads,202,352,216,365
levle1_199_jpg.rf.5828998f0bd489f6c776e4f57016ef09.jpg,374,416,whiteheads,180,369,191,388
levle1_199_jpg.rf.5828998f0bd489f6c776e4f57016ef09.jpg,374,416,whiteheads,193,378,206,390
levle0_510_jpg.rf.581432224887feda9b855bca65f1c9e0.jpg,374,416,blackheads,212,231,225,243
levle0_510_jpg.rf.581432224887feda9b855bca65f1c9e0.jpg,374,416,blackheads,126,233,140,246
levle0_510_jpg.rf.581432224887feda9b855bca65f1c9e0.jpg,374,416,blackheads,107,243,119,254
levle0_510_jpg.rf.581432224887feda9b855bca65f1c9e0.jpg,374,416,acne scar,44,262,66,281
levle0_510_jpg.rf.581432224887feda9b855bca65f1c9e0.jpg,374,416,acne scar,106,350,124,363
levle0_510_jpg.rf.581432224887feda9b855bca65f1c9e0.jpg,374,416,blackheads,225,384,235,396
226_jpg.rf.583947d54778c590ccfca73703535e83.jpg,612,408,wrinkle,317,63,468,109
226_jpg.rf.583947d54778c590ccfca73703535e83.jpg,612,408,wrinkle,340,53,457,85
226_jpg.rf.583947d54778c590ccfca73703535e83.jpg,612,408,wrinkle,350,48,461,80
226_jpg.rf.583947d54778c590ccfca73703535e83.jpg,612,408,wrinkle,334,76,380,94
226_jpg.rf.583947d54778c590ccfca73703535e83.jpg,612,408,wrinkle,413,108,457,114
226_jpg.rf.583947d54778c590ccfca73703535e83.jpg,612,408,wrinkle,371,80,408,110
226_jpg.rf.583947d54778c590ccfca73703535e83.jpg,612,408,wrinkle,410,124,427,145
226_jpg.rf.583947d54778c590ccfca73703535e83.jpg,612,408,wrinkle,440,90,466,100
226_jpg.rf.583947d54778c590ccfca73703535e83.jpg,612,408,wrinkle,266,81,282,123
226_jpg.rf.583947d54778c590ccfca73703535e83.jpg,612,408,wrinkle,246,131,298,147
226_jpg.rf.583947d54778c590ccfca73703535e83.jpg,612,408,wrinkle,237,145,294,152
226_jpg.rf.583947d54778c590ccfca73703535e83.jpg,612,408,wrinkle,239,152,287,162
226_jpg.rf.583947d54778c590ccfca73703535e83.jpg,612,408,wrinkle,223,163,298,244
226_jpg.rf.583947d54778c590ccfca73703535e83.jpg,612,408,wrinkle,244,169,297,200
226_jpg.rf.583947d54778c590ccfca73703535e83.jpg,612,408,wrinkle,243,192,261,257
226_jpg.rf.583947d54778c590ccfca73703535e83.jpg,612,408,wrinkle,246,232,249,280
226_jpg.rf.583947d54778c590ccfca73703535e83.jpg,612,408,wrinkle,251,253,253,305
levle1_62_png.rf.5881bfe34f34529f635d1758618263ba.jpg,416,416,papules,309,128,332,153
levle1_62_png.rf.5881bfe34f34529f635d1758618263ba.jpg,416,416,whiteheads,352,156,368,171
levle1_62_png.rf.5881bfe34f34529f635d1758618263ba.jpg,416,416,whiteheads,338,183,353,197
levle1_62_png.rf.5881bfe34f34529f635d1758618263ba.jpg,416,416,whiteheads,243,285,258,299
levle1_603_jpg.rf.58f993467c319ee4c974f686069b2213.jpg,374,416,papules,263,129,277,148
levle1_603_jpg.rf.58f993467c319ee4c974f686069b2213.jpg,374,416,papules,70,231,89,251
levle1_603_jpg.rf.58f993467c319ee4c974f686069b2213.jpg,374,416,nodules,121,261,138,278
levle1_603_jpg.rf.58f993467c319ee4c974f686069b2213.jpg,374,416,nodules,52,275,70,306
levle1_603_jpg.rf.58f993467c319ee4c974f686069b2213.jpg,374,416,pustules,197,297,216,310
levle1_603_jpg.rf.58f993467c319ee4c974f686069b2213.jpg,374,416,papules,114,318,131,334
levle1_164_jpg.rf.58dd3eb6391dd73bc0a2d7a45dbd48b2.jpg,374,416,blackheads,284,218,297,234
levle1_164_jpg.rf.58dd3eb6391dd73bc0a2d7a45dbd48b2.jpg,374,416,whiteheads,240,335,256,352
266_jpeg.rf.5959e989c5a485799609e681aed8784e.jpg,226,341,wrinkle,60,81,114,96
266_jpeg.rf.5959e989c5a485799609e681aed8784e.jpg,226,341,wrinkle,148,82,200,103
266_jpeg.rf.5959e989c5a485799609e681aed8784e.jpg,226,341,wrinkle,55,89,203,116
266_jpeg.rf.5959e989c5a485799609e681aed8784e.jpg,226,341,wrinkle,62,100,198,119
levle2_155_jpg.rf.59f4bd5c886524ba260ebcb394a7a813.jpg,374,416,pustules,59,115,72,129
levle2_155_jpg.rf.59f4bd5c886524ba260ebcb394a7a813.jpg,374,416,papules,203,117,215,137
levle2_155_jpg.rf.59f4bd5c886524ba260ebcb394a7a813.jpg,374,416,blackheads,57,126,66,135
levle2_155_jpg.rf.59f4bd5c886524ba260ebcb394a7a813.jpg,374,416,whiteheads,81,130,93,142
levle2_155_jpg.rf.59f4bd5c886524ba260ebcb394a7a813.jpg,374,416,whiteheads,67,181,81,194
levle2_155_jpg.rf.59f4bd5c886524ba260ebcb394a7a813.jpg,374,416,pustules,147,234,166,253
levle2_155_jpg.rf.59f4bd5c886524ba260ebcb394a7a813.jpg,374,416,blackheads,23,251,37,267
levle2_155_jpg.rf.59f4bd5c886524ba260ebcb394a7a813.jpg,374,416,pustules,199,259,222,276
levle2_155_jpg.rf.59f4bd5c886524ba260ebcb394a7a813.jpg,374,416,papules,80,293,97,307
levle2_155_jpg.rf.59f4bd5c886524ba260ebcb394a7a813.jpg,374,416,blackheads,64,315,81,327
levle2_155_jpg.rf.59f4bd5c886524ba260ebcb394a7a813.jpg,374,416,pustules,142,34,162,54
levle2_155_jpg.rf.59f4bd5c886524ba260ebcb394a7a813.jpg,374,416,whiteheads,84,39,98,53
levle2_155_jpg.rf.59f4bd5c886524ba260ebcb394a7a813.jpg,374,416,papules,64,63,83,78
levle2_155_jpg.rf.59f4bd5c886524ba260ebcb394a7a813.jpg,374,416,blackheads,107,78,123,89
103887554_1_jpg.rf.59bace50bc22a32c835f33f639b50183.jpg,2573,2112,Dark Circle,669,1084,969,1223
103887554_1_jpg.rf.59bace50bc22a32c835f33f639b50183.jpg,2573,2112,Dark Circle,1193,1090,1402,1214
fln2-6-_jpg.rf.591f1a54a3d10ba9a2b1dfef1d234e4e.jpg,517,455,3,287,170,489,373
fln2-6-_jpg.rf.591f1a54a3d10ba9a2b1dfef1d234e4e.jpg,517,455,3,75,64,286,237
fln2-6-_jpg.rf.591f1a54a3d10ba9a2b1dfef1d234e4e.jpg,517,455,3,66,243,288,397
fla-74-_JPG.rf.5a79edcc1e060b88bb838781a1211689.jpg,1626,1026,3,528,704,1017,1001
fla-74-_JPG.rf.5a79edcc1e060b88bb838781a1211689.jpg,1626,1026,3,456,287,1011,669
fla-74-_JPG.rf.5a79edcc1e060b88bb838781a1211689.jpg,1626,1026,3,17,479,223,707
fla-74-_JPG.rf.5a79edcc1e060b88bb838781a1211689.jpg,1626,1026,3,55,773,462,998
fla-69-_JPG.rf.5a8948fe0d06cab262c0261c966b5036.jpg,1418,914,3,202,133,1028,849
levle0_115_png.rf.5a59087b093b5e3af0adce15f3df0c35.jpg,416,416,blackheads,133,138,152,154
levle0_115_png.rf.5a59087b093b5e3af0adce15f3df0c35.jpg,416,416,papules,126,260,147,280
levle0_115_png.rf.5a59087b093b5e3af0adce15f3df0c35.jpg,416,416,whiteheads,235,69,254,84
267_jpeg.rf.5adf9cd9f07632442887f84bed81feb7.jpg,457,460,wrinkle,102,208,133,213
267_jpeg.rf.5adf9cd9f07632442887f84bed81feb7.jpg,457,460,wrinkle,144,208,160,209
267_jpeg.rf.5adf9cd9f07632442887f84bed81feb7.jpg,457,460,wrinkle,127,195,177,200
267_jpeg.rf.5adf9cd9f07632442887f84bed81feb7.jpg,457,460,wrinkle,173,200,233,210
345_jpg.rf.599dd60dca8b02f86ef0d9e144604496.jpg,6225,4152,wrinkle,1692,263,3338,315
345_jpg.rf.599dd60dca8b02f86ef0d9e144604496.jpg,6225,4152,wrinkle,2781,829,2977,1263
345_jpg.rf.599dd60dca8b02f86ef0d9e144604496.jpg,6225,4152,wrinkle,2379,729,2592,1235
345_jpg.rf.599dd60dca8b02f86ef0d9e144604496.jpg,6225,4152,wrinkle,2763,525,3225,585
345_jpg.rf.599dd60dca8b02f86ef0d9e144604496.jpg,6225,4152,wrinkle,3163,690,3821,788
345_jpg.rf.599dd60dca8b02f86ef0d9e144604496.jpg,6225,4152,wrinkle,1465,79,3183,273
345_jpg.rf.599dd60dca8b02f86ef0d9e144604496.jpg,6225,4152,wrinkle,1483,440,1823,560
345_jpg.rf.599dd60dca8b02f86ef0d9e144604496.jpg,6225,4152,wrinkle,2258,438,3015,496
345_jpg.rf.599dd60dca8b02f86ef0d9e144604496.jpg,6225,4152,wrinkle,1177,1446,1385,1577
345_jpg.rf.599dd60dca8b02f86ef0d9e144604496.jpg,6225,4152,wrinkle,1113,1631,1413,1729
01F3MMWBFBDHKT6S57BCFQXYBJ_jpeg_jpg.rf.5b9ecf06edbb5137c76f5bf97158a029.jpg,416,314,pustules,107,0,130,21
01F3MMWBFBDHKT6S57BCFQXYBJ_jpeg_jpg.rf.5b9ecf06edbb5137c76f5bf97158a029.jpg,416,314,nodules,208,99,311,232
01F3MMWBFBDHKT6S57BCFQXYBJ_jpeg_jpg.rf.5b9ecf06edbb5137c76f5bf97158a029.jpg,416,314,nodules,204,100,303,234
01F3MMWBFBDHKT6S57BCFQXYBJ_jpeg_jpg.rf.5b9ecf06edbb5137c76f5bf97158a029.jpg,416,314,nodules,136,178,195,235
01F3MMWBFBDHKT6S57BCFQXYBJ_jpeg_jpg.rf.5b9ecf06edbb5137c76f5bf97158a029.jpg,416,314,whiteheads,231,16,253,31
01F3MMWBFBDHKT6S57BCFQXYBJ_jpeg_jpg.rf.5b9ecf06edbb5137c76f5bf97158a029.jpg,416,314,whiteheads,251,35,270,51
01F3MMWBFBDHKT6S57BCFQXYBJ_jpeg_jpg.rf.5b9ecf06edbb5137c76f5bf97158a029.jpg,416,314,whiteheads,127,58,148,72
01F3MMWBFBDHKT6S57BCFQXYBJ_jpeg_jpg.rf.5b9ecf06edbb5137c76f5bf97158a029.jpg,416,314,whiteheads,146,71,160,90
36_jpeg.rf.5c2cb1e3aa70ec896aef44838e33a162.jpg,500,750,wrinkle,196,176,270,184
36_jpeg.rf.5c2cb1e3aa70ec896aef44838e33a162.jpg,500,750,wrinkle,136,192,232,222
36_jpeg.rf.5c2cb1e3aa70ec896aef44838e33a162.jpg,500,750,wrinkle,163,187,325,211
36_jpeg.rf.5c2cb1e3aa70ec896aef44838e33a162.jpg,500,750,wrinkle,142,201,320,230
36_jpeg.rf.5c2cb1e3aa70ec896aef44838e33a162.jpg,500,750,wrinkle,196,223,240,240
36_jpeg.rf.5c2cb1e3aa70ec896aef44838e33a162.jpg,500,750,wrinkle,135,327,148,382
36_jpeg.rf.5c2cb1e3aa70ec896aef44838e33a162.jpg,500,750,wrinkle,331,335,366,380
36_jpeg.rf.5c2cb1e3aa70ec896aef44838e33a162.jpg,500,750,wrinkle,166,377,175,441
36_jpeg.rf.5c2cb1e3aa70ec896aef44838e33a162.jpg,500,750,wrinkle,320,367,344,478
fla-77-_JPG.rf.5ad875a8b2b4ebf68ad779af9bf3061e.jpg,788,920,3,183,503,507,775
fla-77-_JPG.rf.5ad875a8b2b4ebf68ad779af9bf3061e.jpg,788,920,3,381,46,720,353
levle0_371_jpg.rf.5ddea6f11796f2647a4939270205b786.jpg,374,416,blackheads,93,360,107,371
levle0_371_jpg.rf.5ddea6f11796f2647a4939270205b786.jpg,374,416,acne scar,145,372,159,385
levle0_371_jpg.rf.5ddea6f11796f2647a4939270205b786.jpg,374,416,acne scar,201,377,216,392
levle0_371_jpg.rf.5ddea6f11796f2647a4939270205b786.jpg,374,416,blackheads,184,87,197,99
levle0_371_jpg.rf.5ddea6f11796f2647a4939270205b786.jpg,374,416,papules,101,87,118,103
303_jpg.rf.5d2c1f669d7dff995f6625ce00119ba8.jpg,500,750,wrinkle,124,236,188,277
303_jpg.rf.5d2c1f669d7dff995f6625ce00119ba8.jpg,500,750,wrinkle,199,234,222,247
303_jpg.rf.5d2c1f669d7dff995f6625ce00119ba8.jpg,500,750,wrinkle,128,228,342,261
303_jpg.rf.5d2c1f669d7dff995f6625ce00119ba8.jpg,500,750,wrinkle,175,220,336,238
303_jpg.rf.5d2c1f669d7dff995f6625ce00119ba8.jpg,500,750,wrinkle,130,216,192,226
303_jpg.rf.5d2c1f669d7dff995f6625ce00119ba8.jpg,500,750,wrinkle,138,203,276,214
303_jpg.rf.5d2c1f669d7dff995f6625ce00119ba8.jpg,500,750,wrinkle,279,206,314,212
303_jpg.rf.5d2c1f669d7dff995f6625ce00119ba8.jpg,500,750,wrinkle,290,218,337,220
303_jpg.rf.5d2c1f669d7dff995f6625ce00119ba8.jpg,500,750,wrinkle,165,193,234,203
